,userid,itemid,transcript,labeled_topic,topic_label
71,5a3c1a7f6d85f80001c22eef,QOL_1,"I am satisfied with the quality of life in my community because I really feel safe here. My community and neighborhood that I live in has lots of retired people in it. Even though I am younger, there's always people home of people working from home and we have a community Facebook neighborhood page. Everyone watches out for people if they see strange cars riding through the neighborhood or even telemarketers going door to door. They let us know my neighbors that live directly beside of me have small Children and they're always in and out outside of playing. I can hear them playing. So there's always people around just making you feel safe. I never go to bed worried that something's gonna happen. I have met my neighbors and I feel like they just have your back. Some of them have my cell phone numbers and that we really just keep an eye out for each other. Um, in a typical week in my life, I do work from home, so I am pretty much home all the time myself. But I do go, my parents live 10 minutes down the road and they live in another nice safe neighborhood, just like mine. They have a walking track in their neighborhood and everyone is so friendly. We're I to go after work and try to get up and get some movement. Like me and my mom go walking for like an hour and talk and all on the walking track and there's always neighbors out walking, they always wave and throw their hands up and they'll stop and talk. People are walking their dogs. So I just feel like even though they may not be close friends, I do have a lot of the people in the community that just care enough to watch out for my back.",24_neighborhood_live_houses_theres,neighborhood
72,5e586fc1725f9f08a4a4b53e,QOL_1,"I very much enjoy the quality of life in my community. It's like living in a small town with big town amenities close by my neighborhood is very safe. Um You can walk around, leave things out, keep your garage door open and not worry about it. I have many um close shopping centers that I can get to within 10 minutes, a variety of grocery stores that I can choose from. I have many churches within 15 minutes if I'm home. So that means I can go to daily mass um very easily due to many times offered in many locations all within 15 minutes. I truly um like my neighborhood because there's elderly, middle aged and young families. Um It's nice to see kids running around. Um We have um Cincinnati which is just eight miles away on the highway, uh which is very nice because you can go to the cultural events that are offered there. And then again, you can drive less than a half an hour and be out in the country and enjoy nature and uh take walks and parks. It is truly a great place to live and the taxes are reasonable. Um the utilities are very reasonable compared to living in a large city like Detroit, which I used to live in.",24_neighborhood_live_houses_theres,neighborhood
73,5733464fbc6923000fcd2de1,QOL_1,"I live in a small town but it's a wonderful town. Um, it's got, uh, a brewery and, uh, it's, it's a very small town where a lot of people know each other and hang out the brewery. We got a bar with like 60 craft beers on tap, tons of people and hang out there. Uh, I've met a million people and everybody and especially all the ones who bring their dogs to the breweries. I meet them and I, I, I've met a lot of really good friends there. We, you know, we have, they have birthday parties for people during the month and they do all sorts of, uh, events. We have a book club. We, you know, there's lots of live music. Uh, I play trivia with several people every week. Um, so, yeah, it's just all in all. It's just a really good fun place to go and visit and hang out. Um, and I just have a lot of good friends. I really like this town last night. We had the Beer Olympics, um, and, uh, at the local inn that's been there since the 18 hundreds. Uh, that was a lot of fun. And, uh, there, there's always events, there's festivals, um, there's always stuff going on in town. I mean, I played trivia at three different breweries during the week. So it's a lot of fun. Um, I go out on the weekends, listen to live music. Um, I'm gonna go out this afternoon where I, there was a women's brew day at one of the local breweries and they were, at least in the beer that we brewed that day, uh, today. So I'm interested to see how that beer came out since I helped brew it. So, that's kind of exciting. Um, and there's another actual brewery that's only up on weekends. I usually don't get to see. But, um, I do today so I'm gonna go out there today and check it out and, uh, so, yeah, we're gonna see what's going on and, yeah, it's just a good week. It's a great area to live.",0_remember_went_like_time,memories
74,62a7c4d5266dfb89bf94fec8,QOL_1,"Um Unfortunately, I'm largely dissatisfied with the quality of life in my community. Um I've lived in my community, uh probably around um a little over 10 years or so. And before that I lived in a neighboring community. Um And when I first moved into this community, it was very safe. Um It was very clean. Jobs were pretty prosperous. Employment rate was pretty um good and jobs were prosperous. Uh There was homelessness but there wasn't rampant homelessness like there is now. Um So pretty much the concerns that I have are surrounding. Um the safety because the crime rate has gone up um in my community immensely since we moved here. And also, um there's concerns about safety as far as violent crimes, um, drug use break ins, um, robberies, shoplifting that sort of thing. And unfortunately, the homeless rate has also skyrocketed um in the past 10 years, especially in this past. Um I would say probably five years. It's just been, um it's been incredibly high. So, um as far as the quality of life, it's probably not as good in my community right now as I would hope for it to be in a as it has been in the past.",24_neighborhood_live_houses_theres,neighborhood
75,5885c7025f272e00016a43f7,QOL_1,"OK, so the question was whether I'm satisfied with the quality of life in my community. Um, it asked me to consider my sense of safety, so I'll just start there. I don't, um, like to go anywhere in my part of town after dark as a small woman. I don't feel safe walking in the parking lot. I live by the, um a big Walmart and the parking lot is always very busy. I tend to have to park pretty far away from the store because it's a very busy store and I don't like walking through that big parking lot. Um, outside my grocery stores, um, the Walmart and then another store, the food line across the street. There's always people camping around outside, um, people asking for money, people who are doing drugs. And I don't I don't feel safe. I've been approached a lot of times in parking lots at at night in the dark. So that's one thing I I just don't feel like I can fully participate in my own life sometimes because of the safety considerations. Um, the other thing that I would say with the rest of my time here is that um I feel like there's a lot of things that I don't do because I don't have health insurance. So if I, for an example, was invited to join a roller derby, and I would really like to do it, But I I don't have health insurance, So I think about things like, Well, what if I, you know, twisted my wrist or I broke a leg or something? You know, I don't play sports because I can't afford it. You know, I can't afford the bills for it. And I I don't have any way to pay for anything like that. And I think a lot too about, um, you know, without having health insurance. I'm I'm 44 I'm not being regularly screened for anything ever. So I'm I'm not doing any blood work or any mammograms or anything like that. Um, because my state did not expand Medicaid, Uh, until just a couple weeks ago, and it'll be a while before it's accessible. And the AC a was too much money. So, um, yeah, I'm I'm dissatisfied. Definitely",24_neighborhood_live_houses_theres,neighborhood
76,5a044fbc074b190001251565,QOL_1.1,"I chose the answer that I did because I feel relatively safe in my neighborhood, um the highlands part of Louisville, but gun violence is an increasing problem here. Um A lot of that is due to state laws that don't reflect the values of the people in Louisville or my values. Um, but we have to abide by the laws of the state which essentially uh contradict my own personal values. Um They've recently made this a second amendment Sanctuary State. And so that's not going to do very much to help with the gun violence here. My kid is in a public school um, in a middle school this year for the first time. And, uh this is something that we have to worry about along with a lot of other parents in this country. But in Kentucky, I feel like it's just a matter of time and hoping that it won't be, you know, the school that my child attends. I don't really think that that should be something that parents and Children need to worry about. I went to the same middle school as my daughter in the early nineties and I did not have to worry about that. I could carry a backpack. She can't carry a backpack, she can't go to her locker. They have to carry stuff around all day long. I mean, it's just really frankly bullshit that the state has also outlawed abortion, which was legal when I was younger. Um, I don't like raising my child in a state where she has less rights than I did when I was her age. That's the opposite direction. Things like that are supposed to go. Um The fact of the violence and increased homelessness and people worrying about crime, the fact that we do not trust and cannot trust and should not trust our police department to protect us because they will not. Um that makes it harder to feel safe and secure because I would never want to call L MP D on anyone unless I, I knew that my child or myself were going to die because calling them essentially means that you're ok with someone getting murdered for whatever you call them for is my personal feeling and I am not alone in feeling this way. I, I mean, I would never call them for any reason. I don't trust them. Um and they don't protect the, the rights of most citizens. Um I myself submitted a complaint to the Department of Justice investigation just describing briefly the way that they respond to uh sexual assault situations. And they essentially called my husband back and told him to talk me out of it for my own well being to avoid, you know, um, I guess the argument was my sexual history would make it impossible for anyone to perceive that I could have been assaulted. So that would be humiliating. So, better, just not file a report. So that's, that's some hot garbage right there. Um, in a typical week I do stay at home mom stuff. Um, work on the house, pick up my kids, uh, read a lot. Look for jobs. Um, it's really difficult even in this labor market to find a job when you have had an absence of work to raise your child. Um, it's penalized. No one likes that gap and I wasn't working high income jobs before that. So this is a real problem. Um, because then I feel really undervalued by society and the state government keeps proving it more.",24_neighborhood_live_houses_theres,neighborhood
77,640125ccc6e7619cbe0c082b,QOL_1.1,"OK, I responded to the question. Um, it says I am satisfied with the quality of my life in my community and I put somewhat agree, um, in the sense of my safety, I definitely feel very safe in my community and my neighborhood. Um, there's, I mean, it's pretty peaceful. There's not a lot of crime or violence. Um, as far as participation. Well, let's go ahead. What goes on in, in a typical week of your life. Um, I am unemployed at the moment taking care of my grandmother. Um, I have a seven year old daughter and I take her to school every day, pick her up and, um, we go to the playground with her friends once or twice a week. Um, she's got girl scouts, which we go to, um, that's every other week she does, um, gymnastics and she will be having her birthday coming up and we're gonna have a party at one of the local parks. Um, a lot of the kids have their parties there. Um, and it's, it's a, it's a nice big playground and, you know, shown by her whole class and it's, it's a really nice, um, it's a nice place. I mean, there's a lot of playgrounds around, there's a lot for the kids to do, which is, which is awesome. So, ok.",31_community_online_people_group,online_community
78,597761dfd5ddf60001d14b20,QOL_1.1,"I feel very strongly that I live in a safe community and that's reflected in the quality of the life that I'm able to live while being there. Um, because it is such a small town, um, the community is really close knit and separated away from, you know, the larger cities, you know, huge cities and so it leads to less crime and I would say probably happier people. Um, when watching the news, there's rarely any issues with, you know, violence, especially gun violence or, you know, thefts or things of that nature. They're very rare and few and far between. Um, in comparison to places that I used to live, which were larger, massive cities where constantly you'd hear on the news of violence and theft and all sorts of bad things. So again, in general, I would say that, you know, I feel a very good sense of safety. I can leave my door unlocked when I go take my dog for a walk and my car unlocked and, um, not have to worry about anything happening while I'm away from either item, which I feel is, you know, a pretty rare and wonderful thing to um, live in and be around within this community. So again, I think that, you know, it's a, it's a great place to live. The air is fresh, there's not a lot of pollution. The people are friendly and overall I'd say that this is, you know, an excellent place to live.",24_neighborhood_live_houses_theres,neighborhood
79,5f3153a6180dcf0d8dd72a45,QOL_1,"I am strongly satisfied with the quality of life in my community. Um The reason that I responded and I strongly agree to that is because um the neighborhood that I live in is uh I would say it's between upper middle class and middle class. Um It's suburban Houston. Um I live on a lake. Um It's a manmade lake but it's, you know, it's really nice, I guess. Uh in a typical week I uh get up pretty early in the morning around six um to walk my dogs around the lake and it just provides me, I guess it's meditative. It's a quiet time and that adds to my quality. Um And I'm glad the community provides that lake. I also, um you know, I, I, my job, uh I get paid fairly well in my job, I'm a manager at a food service company. So just having the money um to sustain this quality of life is, is good. I guess you can say I'm pretty blessed. I feel that I'm grateful that I live in this community. Um My neighbors are great. Um It's pretty quiet compared to the big city and I like that a lot. So, yeah, that's, those are pretty much the reasons why I, uh, I strongly agree that my quality of life is good here.",24_neighborhood_live_houses_theres,neighborhood
80,5d3cc9010e510a00013df6f6,QOL_1.1,"Hello, I live in a college community and I would say that it's fairly large. So there is a lot of options to participate in clubs or organizations. Um I would say I don't necessarily utilize this as much. However, a typical week in my life involves going to school, um maybe some extracurricular activities such as presentations. I do participate in a couple clubs. Um However, we don't meet every week other than school, I typically tend to hang out with my friends on the weekends and go to the bar during the week. I'm usually stuck studying and also I like to relax by playing some basketball and also playing video games. Um Other than school, I tend to eat out at a couple of restaurants on campus and also off campus. I don't work. So most of my time is dedicated to my academics and I put a lot of emphasis on this. Um Other than that I may try to go to an event or something like a concert for a sports event. I like to go to my school's basketball games, especially",19_work_balance_productive_week,work_life_balance
81,627121bbdd4e39bcc0a0079f,QOL_1.1,"So we moved to this state about 10 years ago. And as an adult, it's hard to make new friends because I don't attend a church or any groups like that. I do. I have a job in town. I work at a thrift store three days out of the week and then the other three days out of the week I work from home, um, communicating with customers and making sales and listing items for sale. And then I work on prolific and some other websites. So I don't really have and I don't have any friends here. So I don't really feel much of a sense of community for myself. Um, but I feel pretty safe where I live right now. It's kind of more in a rural area. We moved to this house about a year ago and I feel safe here. But even when I was in the city, it's the same city. We're just out on the outskirts now. But when we were in the city, I felt pretty safe. I would take my son for walks when he was little and I never dealt with any violence or anything like that. But I have had, we've had our car broken into and I've heard gunshots. So I know there is quite a bit of violence, um, in this city that we live in but I have not experienced it myself.",24_neighborhood_live_houses_theres,neighborhood
82,634696400ff1ac25ed01ad11,QOL_1.1,"I answered that I was somewhat satisfied with the quality of life because I live in a nice neighborhood. Um All the houses are kept well or the apartment buildings. Uh, there is access to parks and trails to get outside and enjoy the weather. Uh The economy is really strong here. So if you lose your job for any reason, you'll have another one quickly if you really want to. Um, it's in a city but it feels smaller and sections off a little bit. So I enjoy that. There's lots of things to do, libraries, stores, restaurants. Um, the housing is a lot more expensive here than it is in other places. So for 15 50 I have a, a very small apartment. Um, uh somewhat too because I don't know many people and I haven't made friends yet. I am relatively new to the city. So I, I do feel lonely at times. There's a lot of educational opportunities. There's a lot of good schools around if you have kids and there's access to health care hospitals, great doctors. Um, transportation is really good here. If you don't have a car, there is no problem getting around the city on buses. So overall the quality of life is good. But um I just don't have any ties to the community yet. I need to get out there and just try to meet people more so I could enjoy it more.",16_social_friends_satisfied_people,social_life
83,5f121091e95fdc03b5e897d0,QOL_1,"I selected strongly disagree because in my community, the quality of life is very poor. Um, in my community, there are a lot of homeless people and they used to live in a wooded area along the levee, um, which is, I think, technically called Little Eagle Creek. And, um, I'm not sure who like actually did it, but they came and they cut down the trees and they made them all leave, but they don't have anywhere to go. So now there's people living in tents in people's backyards, um, or under the bridge by the levee, by a dairy queen and they just stumble around and look high all the time or they go and have medical emergencies with nobody to help them. And they have a, um, community outreach is supposed to come help them every Sunday at the library. But a lot of times they don't come or they cancel and they don't get the help they need or any help at all. And I know that lives are more important than how it makes your community look, but it makes the neighborhood look really bad. And then when people come to the neighborhood, they just think that it's trash because it looks bad and that makes other people's quality of life go down too.",24_neighborhood_live_houses_theres,neighborhood
84,60528f0a86ecd7828ccd7492,QOL_1.1,"So overall I'm pretty satisfied um with the community I live in. Um the quality of life is, is pretty decent. Um I live in San Antonio, which is one of the four or five major metro centers in the um, state of Texas. Uh, as far as city life goes. Um and you know, more so my community, I live in the suburbs, uh great schools. Um lots to do, you know, we have several very nice movie theaters, um lots of places to eat, arranging from fine dining to buffet, whatever you could want. Um They have a lot of amenities, you know, and historical sites like the Alamo. Um, we have six Flags. We, we have uh main event which is probably common everywhere, but they also have um unique things such as like um T PC, um golf course, uh the resort as well. Um And then, yeah, I mean, you know, overall there's not a lot of crime, uh at least in the, the suburb area of the city now it's very safe to take a walk at night and walk your dog. Um Yeah, so overall I would say it's, it's pretty, it's pretty decent. Uh, I'm satisfied with it.",24_neighborhood_live_houses_theres,neighborhood
85,64014527b3cff9215591758d,QOL_1,"I'm very dissatisfied with my local community in college or where I go to college due to the fact that I live in, um, Huntsville and I go to a university that is criminal justice. Like it's built around criminal justice. Almost everyone here majors in criminal justice and there's a prison right around the school. The best thing to do is go to, uh, the Texas Prison Museum. And due to these factors, I am in a extremely unsafe, um, area. Uh, I remember in one of my classes we had to gather news reports and then every Monday would go over them and every single time it was shootings, shootings, shootings, it, nothing else. And that, in my opinion, it's just so sad. I don't have a car. So I walk to work. Um, and I always have to have a knife on me because you just never know walking around this, these areas. Um, the actual, on campus, I feel remotely safe with the college students but anywhere outside it, um, it's not safe at all. And that saddens me a lot. So that's how I view my quality of life in my local community right now.",24_neighborhood_live_houses_theres,neighborhood
86,63b6c18f4f13282703357493,QOL_1.1,"I really enjoy the community that I live in. I think it's very safe. Uh We can always leave our doors unlocked. We know our neighbors, so there are no issues. Um, like that we have a lot of space around us. Uh It's not overly crowded. We're in a rural area, so there's a lot of livestock. I just feel like it's a very warm community that you don't really have to worry about crime or any of those types of things. Um There's a lot of elderly people who kind of keep an eye on everything that's going on in the neighborhood. We have sheriffs deputies that are always around, uh, and that live in this area and know what's going on because of our little elderly community neighborhood watch. Um, so I've never had an issue, lived in several different states and this is definitely the safest place that we have ever lived in. Um, and the most comfortable that we've ever felt just living in a place, um, and being in a place and not having to worry about any kind of safety issues. So I am completely satisfied with this area for sure. Definitely. Really enjoy it.",24_neighborhood_live_houses_theres,neighborhood
87,5e52d0122f5f952f2a7b6b28,QOL_1,"I chose and either disagree or agree for my quality of life in my computer community. It's kind of hard to accurately gauge exactly. I like that my neighborhood is safe. However, the overall community and city I would say has some really bad parts. I'd also say that it's very divided in that. There's a lot of nice parts of town, a lot of bad parts of towns and depending on which street you're on, it can drastically change who you're interacting with and how you're interacting. And above that, I'd say there are a lot of nice community parks but there aren't a lot of great community activities or associations. It's just kind of average. You kinda like parts of it. Like, again, I like that there are a lot of outdoor spaces and interspersed between the neighborhoods. There's even one or two really big parks that are well maintained, have hiking trails and everything. But I just feel disconnected from the community life since I don't feel like I necessarily belong. And there just doesn't seem to be any camaraderie between neighbors, people just kind of do their thing. So I guess I'm happy in that. I feel safe enough, but I'm not happy in that there just isn't enough to, to draw me to this area. Like I wouldn't choose to live here just based on the community alone. There's just not a vibrant nightlife scene, there's not a vibrant art scene or anything of that nature or anything that really um interests me. So it's just middle of the road.",24_neighborhood_live_houses_theres,neighborhood
88,5f3d6975ef131710ed519c7a,QOL_1.1,"I feel like whenever it comes to the quality of life in my community, I feel like it's, uh, pretty good. Um, a lot of times people don't really mess with each other or bother each other. It's kind of a quiet and calming for the most part. And I think that's, uh, really good for, you know, my family. Um, uh, you know, I just, you know, go to work, take care of them, uh, spend time with them, um, do stuff outside in the yard or backyard, uh, clean, I cook. So I don't do like a, a ton of like, you know, I don't go to parties or don't go to different events but, um, usually stay around the neighborhood. Um, make sure surroundings are clean and also, uh, participate and my different hobbies that I have. Um, so I do a bunch of different stuff. It's just mostly close to home rather than it being like, uh, a special space where, um, where I don't really go to or participate. Um, but a lot of time it's mostly like work family that takes, uh, precedence whenever it comes to my, uh, time in general.",31_community_online_people_group,online_community
89,60c029faa1d9b671a584f3ca,QOL_1.1,"a chemical wink in my, um Well, we know for you in the mornings, but for school, Monday through Friday, getting them ready. Uh, make sure homework is done. Let them after school, then. Generally, I don't come back home, um, in my house chores. Sit down and figure out what it has to be. What meals? Um, I didn't really see my names. When? Er when the kids are at school going to doctor's appointments, taking the boys up from school, and I can sure they have extra curricular. Um, during the night when the mornings were at work. I am during my freelance work. I spend generally, uh, 3 to 4 hours a day doing that. I'm in the mornings and home during the week saying the news or homework, and then they're playing time. Um, we also have, um, our mother, my mother that lives in 1009 and carry him to her. So also I during the rank and then I am taking care of her. It's really hectic around here. It's a dysfunctional family when it works for us.",19_work_balance_productive_week,work_life_balance
90,611ab91a00baa062f55b86d8,QOL_1,"I answered, strongly agree. Um When asked the question, am I satisfied with the quality of life in my community? Because I feel very safe in my community. Um It's a very safe and secluded neighborhood and you don't really hear about any like crime or um sketchy things happening around the area. It is very safe and secluded and uh we've been living here for 15 years. Um and we've always felt very safe and um and yeah, I think there's a good community here like we are very close with our neighbors and everyone knows everybody and um you know, that you can count on your neighbors for help or um if you need anything, you know, somebody will be there. Um Also I have a lot of family that live um here in my community. So it's very nice to have that family connection and that family support nearby. Um Also a lot of my friends live around here, so it's really great to just have that friend community um so close by as well. And um and yeah, I think participation in community life. Um I think there's a lot of fun events that um happen around here. I don't necessarily go to all or even most of them. But um, it is fun to participate. Um, every once in a while, like we have little parades for different holidays and different events. Um I think it was a lot more fun when I was a kid and um it was a lot more exciting to participate in those things as a kid, but it's really great that families can come together and um have those events and activities for kids and just bring families together for that um sense of community. Um So, so yeah, I, I am very satisfied with the quality of life in my community. Um I feel incredibly safe. Um There's a strong sense of community. Um And I feel really happy and um I definitely, I feel a good sense of well being living here. Um I think it is, it's been a great place to grow up and now that I'm done with college and looking for um other places to live, I think it will be an adjustment for sure because I'm so used to living in this type of community. Um And living in the city, for example, I, I've been considering to move to the city. It's gonna offer a completely different sense of sense of life. So I don't know, it definitely will be an adjustment but um I definitely am very comfortable living here and I definitely really enjoy living here. Um So, yeah,",24_neighborhood_live_houses_theres,neighborhood
91,5e07a0898dffa00ff1aaf60f,QOL_1.1,"Um, somewhat agreed to the quality of life of my community. Uh, you can't visit the, I can't visit the neighbors next door on my right because they talk and tell your business and tell a lie whenever they do tell your business to the people that come around there. And I don't like the company that they keep. So I stay to myself and to the left of me about a quarter of a mile down the road. I have other, uh, neighbors and you can't visit them because they drink and carry on and steal and all kinds of stuff. And I live in a rural community. So, and the people to my right, I mean, their chickens come down here and wake me up in the morning time. Sometimes it's not as peaceful living in the country as people think it is, uh, in a typical week. Um, since I work at home most of the time I do hear and see a lot of things and it is people that don't live here that, uh, comes into the area and turns around and so I have to have cameras up in case somebody wants to come along and steal something. It's not a trustworthy community at all. And that's another reason why I still like this somewhat. Agree. I have felt safer in other neighborhoods. Um, I thought I would be really feeling safe out here in the country but it's not like it used to be. You had to keep your doors locked and everything locked up and put up or somebody will stop and steal from me because we have roads that come through here. But, oh, people pretty well knew not to stop and bother me. But it is different things that goes on and you have to keep your eye out.",24_neighborhood_live_houses_theres,neighborhood
92,641081a1261eb10752b72497,QOL_1,"OK. I strongly agree with the statement that I am satisfied with the quality of life in my community. Uh, I have a, uh, a job, uh, that I am very satisfied with, uh it provides, uh, my family with, uh, more than enough income. Um, I'd like the community I live in. Uh, there we have very low crime rate. Uh, we live out in the suburbs, and, uh, we don't see a lot. We can We can leave our doors unlocked if we wanted to. We don't, but we could, um we have a strong sense of safety. Uh, we have a strong sense of community. Um, not very involved in, uh, associations. Uh, I'm a member of a, uh, the United Steel Workers Union. Um, at the refinery that I work at, um and, uh, we all get along very well there. Uh, we are involved with my teenage daughters. Um, high school, uh, organisation. So that's that's the I guess that's the associations we have. Mostly, uh, she, uh, is involved in archery and tennis. So we are involved with them. Uh um and people, uh, there. My son was, uh, playing football when he was in school. He's, uh, currently getting ready to graduate from college, and he's going to go to graduate school and, uh, commute from home. It takes some online classes while he goes to graduate school. So we're looking forward to him coming back. But all in all, uh, we are satisfied with the quality of life in this community. Uh, as I said, it could be a lot worse, but, uh, we we fit in here. Uh, we are, uh, uh, Very happy to, um, uh, live here. And, uh, we're looking forward to retirement. So, uh, that pretty much answers the question, I think.",31_community_online_people_group,online_community
93,5ba4057af0741400010637b9,QOL_1,"I live in a small community but it is growing more and more each day. Um When I first moved here, I wanted to live in a small community. Um because I'm from a very rural area. I live in a suburban area, um kind of a bedroom community from a major city. Um As I said, I wanted to live in a small community so that I felt safe. Um Over the last year, I have seen more and more subdivisions going in. Um a lot more traffic. We've had to have two new sets of lights installed, uh traffic lights to help control the traffic. However, the one thing I'm seeing a lot more now is loitering a lot of loitering going on in our downtown. Um people that are standing outside a convenience stores and just loitering there to the point where I don't feel safe walking into a convenience store. Um I do hear a lot more emergency vehicles being dispatched. Um The crime rate has definitely increased. Um Drugs are a major problem at this point where we live. Um I know that this is typical in many communities. I had just felt that when I um first moved here that because it was such a small and tight community that we would be good. But again, as I said, I feel like uh the city is moving to the towns. Um So I'm definitely not feeling as safe. Um I do not participate in a lot of the community activities only because they're done on weekends and I work on the weekends. Um I do see that more and more events are being created in our community to try to benefit the community. Um I, I, as I said, I don't go out very often to these events because they're always on the weekends. If something happens during the week, like I go try and get to the farmers market on Tuesdays um to try and support local businesses. I do shop in our area to try and support our local businesses. Um But again, the convenience stores and all of the loitering that is going on has kind of dampened. Um My wish to go out around here, the only thing is there's nowhere else to go everywhere around us has been being built up. Um I just feel like we are getting rid of the farmers and doing away with all of their land and putting up subdivisions and a lot of outer towners are moving in and um definitely is bringing in a different crowd of people. So I hope to someday be able to go move to the backwoods and have a home where I don't have to worry about anybody else. Ok. Well, I think that's about it.",24_neighborhood_live_houses_theres,neighborhood
94,60ef2700e476748689a999f7,QOL_1,"Overall, I would say I'm generally satisfied with life in my community. Um As far as my sense of safety and well-being goes, um I feel very safe in my community. Um crime rate in my specific area is really low. So that's great. Um As far as community life goes, um That's where I feel it is definitely lacking. Um There's really not, it's a big city. So, you know, there's not really much of a sense of community, even in my neighborhood specifically, like it's definitely getting better. I lived in this area when I was a kid and there was literally nothing. Now, there's like events at parks and stuff, so it is improving. Um But, you know, I've lived in a small town also and that was, you know, real community life. So it's definitely different. Um Oh, describe what goes in. Oh, please speak in more detail. Why you? OK. I did that a typical week in my life doesn't really affect, have anything to do with this question honestly. Um So just go with the first one.",24_neighborhood_live_houses_theres,neighborhood
95,63e5dea962e51a42174210da,QOL_1.1,"The quality of my life. I said I somewhat agree that I'm satisfied. It is not perfect. Uh No, no community is, uh especially the one I'm from Milwaukee. However, what I do appreciate about Milwaukee is it is a, it's a decent size town. Uh It has a small town feel with some big town amenities there. Um I love the fact that, um, guess the first thing that comes to mind is how I, I get around the city. Uh, there's not a lot of traffic that I have to deal with like in other bigger cities like Chicago, 90 miles away from here. Um, so I can get to most places in 10 to 15 minutes and uh flat. So that saves on gas. So that's a great expense that I don't have to pay for unlike other places like in Texas, um, the, the crime is a little high and so that's a problem. That's why I definitely did not say strongly agree. However, on the side of town that I live on, um, in, in the neighborhood that I live on, I feel very safe around here. I do a lot of walking in the summer time and I enjoy walking. So there is not a lot of crime in this area in on this side of town as much as some other sides of town. But that is definitely a problem that I wish would be rectified is that the poverty here is very high because of institutionalized, racism and segregation that is uh plagued this city for decades. And so I wish that would stop uh and, and be rectified some kind of way. Um Also I think that this city is just overall a friendly city. Um People will say hi to you. Not everybody, of course, but people generally have a friendly demeanor. Everybody is not in a hurry to get everywhere, running you over and what not. Um very community minded, very uh strong family minded city, a blue collar town. So we appreciate people who uh work hard and, and play hard. Also, this is a city of a lot of festivals in the summertime. I hate the winter but I love the summer, summer used to love the winter when I was young, but in the summer we party uh like none other city, we have festivals of all ethnicities, all types of groups because you only get three months to enjoy the great weather. And so we try to do it to the best of our ability. But that's just some of the things that I like about my community.",24_neighborhood_live_houses_theres,neighborhood
96,63936bad01efa1e55f6e149d,QOL_1,"I don't feel connected to my community in any way, shape or form. I rarely leave the house unless it's for doctors appointments for myself or my granddaughter. Um, we just don't go anywhere. Uh, once in a while we go to the park, but even then our experiences are not always positive. My granddaughter is autistic and it shows and the people, the kids in the neighborhood can be cruel and she understands that cruelty and it doesn't make for a pleasant experience for her. And so we often leave early and that's not nice for her. Um, we have neighbors on, you know, two sides of us, well, three sides of us but two sides of us. Um, one, uh, they just moved into a house that had been refurbished and sold and they're pretty nice and we, we talk to each other once in a while. We cross paths and they're very nice. Um, neighbors to the other side of us are not nice per se, but they're not nasty either. They're just there. Um, they tend to be loud, um, kind of obnoxious but, you know, they just there, uh, you know, they seem to be cars to me, I, I don't know there was there. So I, yeah, I, I don't feel really connected to the neighborhood as, as much and maybe it's because, you know, and I hate to say this because it's racist as hell, but maybe it's because of the color of my skin because I'm a white person and this is a predominantly black neighborhood and I don't really fit in. I don't know, I hate that. I really, really do because that's just not who I am. That makes me sad. That's why I love our, our neighbors. Her name is Mary too and that's why I love that our neighbors are really friendly. The ones that just moved in is I want to garner great relationships anyway. That's, that, that's all for today.",24_neighborhood_live_houses_theres,neighborhood
97,63d7fb6ee49281f6c41d6630,QOL_1.1,"I usually work so I try to run, I tried to, I do a little shopping for my business. Uh, I like to play video games, watch movies, hang out with some friends, maybe have a few drinks, these sort of things.",19_work_balance_productive_week,work_life_balance
98,628e565e37a823270e7c996e,QOL_1.1,"Um, a typical week in my life includes taking care of my kids, um, going to the grocery store, you know, um, working, feeding her, making sure she's good. So that's really my weekly life is just taking care of my kid.",19_work_balance_productive_week,work_life_balance
99,5eeaa8ee94a7f8046a02a20d,QOL_1.1,"So the question uh here is describe what goes on in a typical week of your life. And what preceded this was saying that I'm satisfied with the quality of my life in my community, which I put strongly agree. So in terms of what goes on in a typical week, uh I have seven kids under 13. So that's my oldest. Um So we're very busy with them and they're in school, you know, on an average week, you know, Monday through Friday. Uh we have them involved in uh lots of other extracurricular activities. Um, a couple of them are in choir, soccer, um which is kind of seasonal. Uh lacrosse. We do that kind of more year round. Um And swimming, that's kind of year round for uh one of them at the moment. So, other than going to work early in the morning when I get back every day is pretty much taking someone to some kind of extracurricular uh something. So, um when there's a day off, uh it feels kind of like a holiday if it's raining or something and practice is canceled. Um But yeah, so when I come home getting kids to that. But then also finding creative ways to spend the time. I need to do their homework with them and studying to get them all, uh, ready for, to do well in school. Uh, we eat at home most of the time. Sometimes we grab food, um, out to go if it's convenient or if we're kind of in a rush, but we cook probably 90 plus percent of our meals at home. And then on the weekends, if we ever have a day where there's not some kind of sporting thing, we try to fill those with something. So, driving somewhere local, going to a park or something. So, um, pretty standard family life for someone with young Children.",19_work_balance_productive_week,work_life_balance
