"uuid","userid","itemid","transcript","duration","number_of_words","words_per_minute","created_at","mp03_url","recorded_from","app_uuid","flag_invalid_moment","flag_dup_moment","prompt_category","prompt_construct","itemtext","source","prompt_id","swls_tot","student_status_prolific"
"v-39e6a9ec-6b61-41b8-b9ee-64a0d6fd393f","5c2c6e432c45d400014a35e3","PromptGoal","go to a more satisfying life is being the health conditions that I have to deal with right now, which I have a doctor's appointment about four or five times a week trying to get everything fixed without going into details and it causes me a lot of anxiety and physical pain which affect everything I do. So getting that fixed so I can focus on other things, it would be fantastic after that. I would like to do even more school um actually go for what I want to go for now, not what I thought would be good at the time, not what I thought would make me the most money and I would much rather take a hit on the money and like my job, um I would get a job, my dream is to run my own video game publishing company, but that would be a lot of work. I understand that um moving out of florida, which I hate would be amazing that he is too much, that would be so expensive. So I guess that would be money before that, I hate that, you know, money does buy happiness both to be real, it does hate money and love it at the same time. Um but I would, I would use that to definitely improve my life, Get a place out of florida, not have any roommates and um focus on my hobbies more in reducing my anxiety, anything then I can toss away that gives me anxiety toss away, that is my goal. Now",112.88,261,138.731396172927,"2022-12-20T01:02:54.090Z","https://www.cameratag.com/assets/v-39e6a9ec-6b61-41b8-b9ee-64a0d6fd393f/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5c2c6e432c45d400014a35e3&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a0fae06e5e1723a38523fa","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",15,"Yes"
"v-b7016f1d-5e53-4de1-9518-61f22ac77d5c","58adfc6e7cf56d0001f931a2","PromptGoal","more satisfying first. The first thing that I think it is. Well actually I have no idea what the first thing I would do. Hmm that's a good question. I actually do not know at all what my first, my first thing that I would do to be. I guess the first thing that I would do is I would try and figure out if there's anyone who actually cares, but what goes on to this head of mine. No, and then I guess the second thing that I would do is how I try to go ahead and figure out, and the second thing that I would try to figure out I suppose would be to gain more money. I mean, yeah, that always seems to solve a lot of things but not too much money because that just seems to cause a lot more problems that causes too many problems. So I don't want to have too much money and I guess the last thing that I would do. Uh huh, What else? Um I'm actually not too sure. I mean I don't really have two particular ideas. I don't think there's much of anything that would really solve becoming more popular or more satisfying, I should say. Not necessarily, you know, popular. So I mean, yeah, that's that's all I got for more satisfying life",152.8,228,89.5287958115183,"2022-12-20T01:12:12.815Z","https://www.cameratag.com/assets/v-b7016f1d-5e53-4de1-9518-61f22ac77d5c/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=58adfc6e7cf56d0001f931a2&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a0faf77d3673bb2f28a42b","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",9,"Yes"
"v-9eb171ab-691e-48f0-8a7b-0bf41d318222","603ecd847a63f50124aa5822","PromptGoal","okay, So if my goal was a more satisfying life, what would be my first steps towards that goal, easily? It would be, it's kind of a two thing, I guess, but it will make sense when I say it, So it would be addressing my financial concerns because then I would be able to address my health concerns. I'm a very unhealthy individual. I need to go to the doctors for a lot of different things, a lot of different hindrances that I'm dealing with. Unfortunately I don't have insurance. So yeah, um I can't afford anything. You know, doctors bills in America without insurance are absolutely ridiculous and I can't qualify for Medicaid. So it's, it's just, it's a very tough time. I mean with the ability to get healthier, I would probably be able to go to do new opportunities and just live life in a way that I don't, which would be to the fullest because unfortunately right now I have a lot of health hindrances and I want to do nothing. It's the only thing, it's something that is always in my mind. I would love to, you know, make a turn like take action into developing a more healthy body healthy just life and you know, it's not gonna happen until I have the right finances. So I think that would probably be the first step towards living a healthier life is uh, you know, getting my finances in control and maybe getting insurance",91.7,250,163.576881134133,"2022-12-20T20:58:30.772Z","https://www.cameratag.com/assets/v-9eb171ab-691e-48f0-8a7b-0bf41d318222/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=603ecd847a63f50124aa5822&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e17708e65120d424183","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",22,"Yes"
"v-afb673ce-b4d4-4e39-941b-1eb9a326656e","5d597b6debafee0001a82b53","PromptGoal","and regarding more satisfying life, I think the most important step is making sure that you find something that you are, I guess involved with, that you actually enjoy doing for most people in their lives when they get to be past Yes, high school and going more into college people find at least a little niche that they are a little bit more, that they find a little bit more enjoyable than other people. That is a typical, at least for most people. And for at least for me, the first step for that goal would be making sure that I understand what my role will be going into a new job that I'm going to be taking late next fall and making sure that I am being very conscious just about who I decide to hire as my assistant debate coach because that is going to a relationship that I hope that it will be long standing and it's gonna be really important for that to be a stable relationship because of the sensitive group that I work with and that being high school students and having somebody that you don't necessarily see perfectly eye to eye with that's willing to challenge you. But also making sure that that relationship is stable enough to where it doesn't bleed into the relationship that I end up having with the Children is really important. So that's probably the most important step towards achieving that goal and finding that niche group that makes me feel happy. That is at least a little bit atypical outside of what most people generally enjoy",89.35,270,181.309457190823,"2022-12-20T21:01:08.866Z","https://www.cameratag.com/assets/v-afb673ce-b4d4-4e39-941b-1eb9a326656e/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5d597b6debafee0001a82b53&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21ed1f5d3bc0aeaf55afd","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",35,"Yes"
"v-2738bd07-1055-4d48-bf5a-71f2020fa4ea","633b82ab54af035c569082fb","PromptGoal","if my primary goal was a more satisfying life, my first step would be to seek therapy. Now there's many reasons holding me back from actually pursuing that mainly because I like being crazy. But overall, my first step would definitely be therapy, like just for the word, y'all use satisfied, you know, if my thoughts are mentally rearranged in a smart way and I could feel more satisfied as a result, and that's the goal, like, to be honest. So yeah, but overall, like I want to be satisfied with my life and I feel like the whole therapy thing, I'll get there eventually, but I feel like my first step towards having a more satisfying life would be finishing this task because it's hard for me to self reflect and honestly it is satisfying to really look at my emotions from an outside perspective, forcing me to think about it and talk about it and I like, I like this, this is cool, I think I'm satisfied right now. I think I'm already well on my way to feeling a more satisfying life and I have many goals, you know, I want to be rich. In fact, I think my goal of being rich precedes my goal of having a more satisfying life, I want to be able to just spend money however I want whenever I want without having to worry about it, that's like, I feel like once I've done that and I'm truly happy and that's my real answer to be honest with you. So yeah",91.3,261,171.522453450164,"2022-12-20T21:01:29.767Z","https://www.cameratag.com/assets/v-2738bd07-1055-4d48-bf5a-71f2020fa4ea/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=633b82ab54af035c569082fb&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21ed9a29a0ef574b532cf","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",18,"Yes"
"v-82f17676-8d54-41ee-9d8b-697c4a65d26c","58ae59babb9e0f0001acb414","PromptGoal","If my primary goal was a more satisfying wife, I think my first step towards that goal would be to develop a routine that I could follow daily that would make myself more productive by having a routine that I could follow every day. It would provide structure in my wife. It would also prevent myself from being not productive for that day because the routine would probably have items on a list or task, various tasks for me to complete that would make myself productive more than usual if I was to be left to my own devices. Also by developing routine, I also develop some good habits such as discipline. Um, perseverance, just not giving up after the going gets hard and so there are numerous benefits to getting a routine that would help me get a more satisfying life because I would be able to get more out of life, I would be able to have more time, I'd probably be able to spend more time, I'd probably be able to use that extra time to spend more time with friends and families, which would make my life overall more satisfying. And so I think the first step to develop a routine would make my life a more satisfying life to live in the long term",90.63,219,144.985104270109,"2022-12-20T21:03:25.363Z","https://www.cameratag.com/assets/v-82f17676-8d54-41ee-9d8b-697c4a65d26c/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=58ae59babb9e0f0001acb414&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21ef21715766ded00e7e9","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",13,"Yes"
"v-87ede949-d19d-4806-85f3-afb27a568863","5d1c31bab6a81c001af88564","PromptGoal","If your goal was a more satisfying life, what would be your first step towards the goal? My first step towards the goal would be to find out exactly what defined, like, satisfying. Um I guess I would probably work on my spirituality um helping other people more, because in this life that is what matters helping people um making money is necessary because you have to survive, but I think that the point of life is not to make money but to help other people. Um so my goal was to have a more satisfying life, which it is, I think just trying to be of help more um be of help work on my hobbies, spend time with the people that I love. I think that those things can provide us with a great sense of pride and intern satisfaction in this life.",94.12,145,92.435189120272,"2022-12-20T21:03:27.675Z","https://www.cameratag.com/assets/v-87ede949-d19d-4806-85f3-afb27a568863/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5d1c31bab6a81c001af88564&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21f19ac52905b061e2807","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",28,"Yes"
"v-ff1f88b8-ce59-4a14-a1da-44b3c754ce17","614f08a78143ac540c204c35","PromptGoal","definitely more financial stability because you know, money doesn't buy happiness, but at the end of the day, you do need money to do the things that you want to do in life. So I think overall I would like to work towards getting an even better position. Despite that I got a promotion this year, I would still like to get an even more higher up position with more responsibilities, higher paycheck. So that way I could bring in more money and be less worried about different things. You know, I wouldn't have to necessarily worry about, oh, am I going to be able to buy this and afford this? Am I going to be able to make rent but do this vacation, that that sort of thing. I want to be able to not have to think about money so much, you know what I mean? So in a sense, I feel like it would be mainly a financial improvement to my life that I would want to set as a goal. Uh overall, I think that that kind of ties along with a better job. So there will be a few goals that I would say the financial one would lead to a better job, the better job would lead to me maybe working towards education more. So I could make myself a better candidate in that job. And so yeah, I think it would be mainly financial, but also different educational goals, all those sorts of things",85.79,251,175.544935307145,"2022-12-20T21:04:14.654Z","https://www.cameratag.com/assets/v-ff1f88b8-ce59-4a14-a1da-44b3c754ce17/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=614f08a78143ac540c204c35&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21dfa1509db23890d5f43","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",35,"Yes"
"v-c6ab510c-8220-4975-ba50-c3e1e2e971c5","611eeb35a6288fcbe35bd45c","PromptGoal","if my goal was to have a more satisfying life. Um I think the first step I would take towards that goal is trying to get my physical health and better condition um the past year, so I've really been slacking off with exercising and keeping myself in good shape, especially since I'm not doing sports all the time, like I was in high school um because it's hard, it's hard to make time and I know I have to start making excuses but it is hard work and I have certain times that I like to work out at, but my first step would be making a schedule for exercising even if it's A 20 minute walk in the morning, a 20 minute walk at night, whatever it may be, something as easy as that. And then I would also um work on choosing better food options for myself as well that in combination with exercise. Um So I could be more satisfied with myself physically as I have not been in years. Um I don't know if I ever really have but um it's always been hard and that's always been something I want to change, I just need to find that motivation. So maybe making a plan making a meal prep uh slash grocery list for better foods um could give me in the right direction",92.61,229,148.364107547781,"2022-12-20T21:04:29.462Z","https://www.cameratag.com/assets/v-c6ab510c-8220-4975-ba50-c3e1e2e971c5/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=611eeb35a6288fcbe35bd45c&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e72f3de6557c4cb1e09","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",22,"Yes"
"v-bc1f4991-aee3-42c8-a835-372cf23a8a13","60fcec77c349819a0afe600b","PromptGoal","this is kind of a difficult question just because I'm not sure what a more satisfying life would look like for me, I think I I feel as though I have the most satisfying life that I could have right now. Um So in that sense, you know, the first step towards that goal would be kind of maintaining where I'm at right now, maintaining the relationships that I have, the progress that I'm making in my academic and professional life, um just kind of ensuring that I'm staying in the same place um rather than, you know, shifting directions dramatically or you know, going backwards in some way, so I would say my first step would to, you know, take into account what I should be grateful for my life and and taking steps to ensure that those things that are allowing me to have the most satisfying life that I can think of um and to keep those things strong and in my life no matter what, um that would kind of be my first step to ensuring that I continue to have a more satisfying life. Yeah, I can't really think of anything else that would help me succeed in that goal.",91.07,205,135.060942132426,"2022-12-20T21:06:08.698Z","https://www.cameratag.com/assets/v-bc1f4991-aee3-42c8-a835-372cf23a8a13/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=60fcec77c349819a0afe600b&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e6f024e357ef56affa9","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",29,"Yes"
"v-ab0ac4ce-ca23-4b96-a981-2c88fd040290","61113670540c8e82163e4c68","PromptGoal","if my goal was to have a more satisfying life, my first step towards that goal would be to get a better job or work towards a better job. Um I think that a more satisfying life, although money doesn't buy happiness, um creating more satisfying life is a lot easier with more money. And um in my current situation, more money would make my life more satisfying. I feel very fulfilled with the people in my life. The only thing that would make it more satisfying would be home and the things that I want to own, so to have a more satisfying life, I would continue on my path in college, working towards a full time job that can pay me well so that I can eventually support myself, my partner and my family. Um So I, my first step would be to look for a job, look for a job that can give me benefits and good pay, because good pay is what would make my life more satisfying at the moment, because I'm still in college and I really don't have much, I don't have my own place to live and so that's really what I would want right now.",93.58,204,130.797178884377,"2022-12-20T21:07:30.313Z","https://www.cameratag.com/assets/v-ab0ac4ce-ca23-4b96-a981-2c88fd040290/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=61113670540c8e82163e4c68&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21f371e970796fc7c6ab7","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",30,"Yes"
"v-ecee02eb-441f-4879-aecf-59b41dab15cd","5da689dc1ce19b0016500435","PromptGoal","I think my first step towards having a more satisfying life be to take charge of my health which I have been working on. Um I definitely need to lose some weight and I have lost a lot so far, but I'm still continuing to do that and I think that it will make a big difference in my quality of life, mental and physical and my length of life I know because I was not a healthy place when I started this, I'm still not, but I am doing a lot better and I want to continue that because I believe that it is worth it. It's hard to monitor my eating and everything every day and I don't always exercise as much as I should, but I have seen huge differences and I can tell physically that I can handle so much more now than I could. I have so much more stamina and energy ends. I just I'm really motivated to continue working towards that because it's already made such a big difference in my life and I know that it'll only keep getting better as I continue",91.24,191,125.602805786936,"2022-12-20T21:08:51.198Z","https://www.cameratag.com/assets/v-ecee02eb-441f-4879-aecf-59b41dab15cd/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5da689dc1ce19b0016500435&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21f1f679037f5147b3e89","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",12,"Yes"
"v-054cd0d0-6faa-42a2-8a40-8a1c0b76cd29","60031a7fcb3b2238616558a1","PromptGoal","If my goal was to have a more satisfying life, the first step towards that goal, I believe would be more grateful, more grateful of the things that I have, of the things that are around me, of the negative things that aren't going on in my life. I do believe being great is a source of happiness, and I think that I would be more satisfied with my life if I was more grateful for the things in my life.",36.16,81,134.402654867257,"2022-12-20T21:10:29.290Z","https://www.cameratag.com/assets/v-054cd0d0-6faa-42a2-8a40-8a1c0b76cd29/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=60031a7fcb3b2238616558a1&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a220184b0f1ab754e1a628","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",19,"Yes"
"v-64b46f3e-0897-42cf-8756-66fd94192673","6109402937910fba8a1dc1cc","PromptGoal","if my goal in life was a more satisfying life, I think my first step towards the goal would be to start living a healthier life. Um I think I'm healthy, but in general, I would want to lose more weight just because I think I would be a lot more comfortable in my skin if I did, I'd be more comfortable with myself and wearing different clothes and I think that would make me happier and be more satisfied with my life. So I think starting to exercise more, maybe cutting back on sweets a little bit, but definitely push me will be the first step towards that goal, and I think just getting out of my comfort zone and not being so scared to do different things, like going to the gym alone or like trying new foods would definitely be another big step towards that goal for having a more satisfying life because I think again, it's a lot of just mental things that hold me back um from keeping me from doing that, but yeah, I would definitely say just being healthier and exercising would be the first step towards that goal of more satisfying life",90.76,200,132.216835610401,"2022-12-20T21:11:26.872Z","https://www.cameratag.com/assets/v-64b46f3e-0897-42cf-8756-66fd94192673/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=6109402937910fba8a1dc1cc&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e5d66989eaa6cf0a8f4","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",11,"Yes"
"v-8ff14ee0-baed-4f65-a6a9-b8f390d4dbde","634865f77fe29563ec6f621c","PromptGoal","if my goal was having a more satisfying life, I feel like right now I'm in a position in my career where I need to sort of find a new position, a better position than the one I'm currently in. So I think my first plan, which is actually what I'm sort of currently doing is to begin assessing my strengths, my weaknesses, developing a more flying tuned resume and start looking for new jobs and better career opportunities for me. Um Yeah, I think I would take it sort of again a day at a time and just try to do what I can, I know that there are certain things that are out of my control, for example, who decides to hire me, who doesn't decide to hire me, those are things that I can't control. So the best thing that I can do is prepare myself in the best way that I can and try to find a job that will help me feel more fulfilled while at the same time allowing me to provide for my family in the way that I want to and the way that they need in the best way that I'm able to. Um another thing would be sort of being more present for my Children and my wife. Um so when I am able to be home and spending time with them spending that time with them and not be preoccupied with other things with, you know, being preoccupied with things are organized or well, but just sort of learning how to live in the moment more so than I currently do, that would help me have a more satisfying life.",92.67,281,181.935901586274,"2022-12-20T21:13:04.971Z","https://www.cameratag.com/assets/v-8ff14ee0-baed-4f65-a6a9-b8f390d4dbde/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=634865f77fe29563ec6f621c&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21ea08f42283bfc28a4b0","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",25,"Yes"
"v-7f3b021f-3280-4fcb-a5d9-3d8b70601c0b","5d16d17119d2ed0015e21360","PromptGoal","if my goal was to have a more satisfying life, um, I'm not exactly sure what my first step towards my goal would be because well, someone ruined my life before I had the chance to ruin my own life. So there's not many steps I can take right now. But one of the steps that I am taking is I'm studying to get my certification and victims assistance because I want to be able to help people that have been in similar situations as me and I want to know how to help them out of it because I don't want the same thing that happened to me to happen to someone else. That would absolutely tear me apart to know that because I know how I feel from this situation. So I don't want it to happen to anyone else. But I guess another step that I could take is probably cutting out all of my unnecessary spending, which I tend to do a lot and saving that money instead of spending on something that I don't really need. Even though, yes, I do really need it because I wanted it. But um yeah, I should, I should save money more. That would help me out a lot. But you know, every time you save money, a new expense comes up. So something's gonna take your money anyway. Um I'm not exactly sure what steps I should take towards my goal. I feel like most of my options in life have been ripped away from me, but I guess we'll have to find out after this case is over it with they realize that I'm innocent. I guess we'll see how I start living my life.",97.77,288,176.74133169684,"2022-12-20T21:13:44.444Z","https://www.cameratag.com/assets/v-7f3b021f-3280-4fcb-a5d9-3d8b70601c0b/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5d16d17119d2ed0015e21360&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e3e12aec27433eebe7d","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",26,"Yes"
"v-dd567556-fc3f-464d-b1a8-134227e35c2c","5ef9df1812148a78af8e76dc","PromptGoal","wow, that is an extremely good question. I don't even know how to begin to answer that question. Well, I guess my first steps toward that goal would be making it crystal clear, um how my professional life can move forward and be secure within the next, let's say five years, That would be step one. and that's really an impossible task, but that would I would do my best to do that. Uh second is I would make a very clear plan about how to engage in more social activities, um maybe join some kind of social groups related to my hobbies. Um So I think, you know, I would kind of do those steps concurrently. Uh I don't think you've either one, I guess the professional one, you know, you need I need to do, but as soon as possible left that I would make, take very serious steps towards becoming more socially active um and uh and then also just continue in my spiritual journey and uh you know, studying the bible learning, learning about God and and talking to people who also have have that interest",92.32,190,123.483535528596,"2022-12-20T21:14:58.618Z","https://www.cameratag.com/assets/v-dd567556-fc3f-464d-b1a8-134227e35c2c/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5ef9df1812148a78af8e76dc&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e4827eb00868981d28f","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",12,"Yes"
"v-92284e2e-eeaa-4aa6-80e7-7e3b0885eede","5eeaa01384c5591c6d9ae6a3","PromptGoal","uh, my first step is if my goal was a more satisfying life, what's my first step toward the goal? My first step tour? The goal is probably be uh um giving myself more self affirmation and be more congruent with my ideas self, so possibly loving myself more and be more happy with my accomplishes in life. Can't help but compare myself to other people in my life. I don't have social media which has helped a lot. However, I can't stop thinking about the fact that I could have been more accomplished in my 30s now and does suck that because I'm not out to my community as a lesbian. That most people think I'm just this unmarried single woman who's living with a female roommate with no prospect for the future, especially in my asian community. I feel like there is a lot of judgment. However, I don't know if it's only my own head or if it is true. I do know that my family does look down on me and pity me thinking I am not married, but I am in fact married and happily. So maybe my first step is to come out to my family",93.23,202,130.001072616111,"2022-12-20T21:15:45.003Z","https://www.cameratag.com/assets/v-92284e2e-eeaa-4aa6-80e7-7e3b0885eede/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=5eeaa01384c5591c6d9ae6a3&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21ef91acab8de13593f0f","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",19,"Yes"
"v-0f82a4ef-f904-4a6f-8cd8-62342e71ef11","62c5cdfe50000fce3e390be0","PromptGoal","my goal for a more satisfying life is changing my lifestyle. I think that the quality of my life though it has greatly improved, still needs a lot more work. I need to think less of what people think of me. I think that I still have a lot of work to do in terms of my mental health. So my main focus would be all about me, which I know sounds a little self centered, but I guess that's what therapy is for to be self centered, really delve deep into yourself, take care of yourself, and that would be still my mango. I think it's my mangle now and that if my goal was to have a more satisfying life it would still be my mango. I think that mental health really does have effects on every aspect of your life, especially outside of just mental things. But physical health, I think that a more satisfying life would be improved by me focusing on my mental health in order to aid and helping my overall health. And that would lead to a more satisfying life. And the first step towards that goal would be to just stay in therapy, focus on mental health and really aim to get the courage to go after the things that I want",96.92,220,136.194799834915,"2022-12-20T21:16:03.783Z","https://www.cameratag.com/assets/v-0f82a4ef-f904-4a6f-8cd8-62342e71ef11/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=62c5cdfe50000fce3e390be0&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21e47bcbe8c18154d09ba","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",25,"Yes"
"v-42edc123-0311-4485-9bb2-412e27536659","6091ebb375f9f6e9e1acaef8","PromptGoal","for my goal of achieving a more satisfying life. My first step would be to make more money and fast. It sounds like I'm going for the lowest hanging fruit. But bear with me, time once spent can never be reimbursed money. Once spent can always be reimbursed, no matter your, no matter your socioeconomic different situation, money can always be made again. Time cannot I intend on spending time to make more money as soon as I can, whether it's a few pennies, it does not matter from pennies, two nickels to dimes to quarters, $2 to $5.10 20 5100 etcetera. The reason I preface that and it could be whether a side hustle or getting another job, whatever you have to do investing is because I want to be able to make as much money as I can to buy more time. I will take the time that I have now to invest in money making machines, investing in profitable skills, meeting the appropriate mentors and partners who will help me to do better with my finances, both current and future money. And once I do not have to worry about paying my rent anymore. Once I do not have to worry about keeping the lights on whether once I do not have to worry about getting food for myself and my loved ones, then I can spend a little bit less time on that and focus more on other things that matter. Professional development, mentorship, social communications, making the appropriate friends, not just low lifes. I mean real friends that will stand with you tooth and nail mentors, spiritual leaders, priests, rabbis, ministers, reverence, friends, family, those connections being able to do things that I have to do now. So I'm able to reap the benefits of that effort and do the things that I want to do down the line. That is what I feel will be most important because once I grind and do what I have to do today. The version of me tomorrow, next week, next month, next year will thank me.",110.95,349,188.733663812528,"2022-12-20T21:17:40.728Z","https://www.cameratag.com/assets/v-42edc123-0311-4485-9bb2-412e27536659/mp3.mp3","https://lotic.qualtrics.com/jfe/form/SV_9NwfGbrxyxUZOku?PROLIFIC_PID=6091ebb375f9f6e9e1acaef8&STUDY_ID=639e73b38884ae6555e593ca&SESSION_ID=63a21f6d936398c4b2f54d30","a-b14b7c20-5f43-013b-1cdd-02c7c2460d41",FALSE,FALSE,"Goals","Goals","If your goal was a more satisfying life, what would be your first step towards that goal?","Lets talk about wellbeing","prompt_01",7,"Yes"
