"variable","value","label","meta"
"AB_3_4",1,"Learning and using new ways to reduce stress",NA
"AB_3_5",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice A safe neighborhood","varlab"
"AB_3_5",1,"A safe neighborhood",NA
"AB_3_6",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice A safe home","varlab"
"AB_3_6",1,"A safe home",NA
"AB_3_7",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Knowing where I will live or stay for the long-term","varlab"
"AB_3_7",1,"Knowing where I will live or stay for the long-term",NA
"AB_3_8",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Transportation","varlab"
"AB_3_8",1,"Transportation",NA
"AB_3_9",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Access to exercise groups","varlab"
"AB_3_9",1,"Access to exercise groups",NA
"AB_3_10",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Healthier relationships","varlab"
"AB_3_10",1,"Healthier relationships",NA
"AB_3_11",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Better sleep","varlab"
"AB_3_11",1,"Better sleep",NA
"AB_3_12",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Access to a health coach who can help me set and reach personal health goals","varlab"
"AB_3_12",1,"Access to a health coach who can help me set and reach personal health goals",NA
"AB_3_13",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Someone to keep me on track with health habits","varlab"
"AB_3_13",1,"Someone to keep me on track with health habits",NA
"AB_3_14",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Learning and using special skills (like yoga, tai chi, mindfulness, or others)","varlab"
"AB_3_14",1,"Learning and using special skills (like yoga, tai chi, mindfulness, or others)",NA
"AB_3_15",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Learning and using tips to manage money better","varlab"
"AB_3_15",1,"Learning and using tips to manage money better",NA
"AB_3_16",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice A deeper faith experience","varlab"
"AB_3_16",1,"A deeper faith experience",NA
"AB_3_17",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Finding meaning and purpose in my life","varlab"
"AB_3_17",1,"Finding meaning and purpose in my life",NA
"AB_3_18",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Having enough money to pay for everything we need","varlab"
"AB_3_18",1,"Having enough money to pay for everything we need",NA
"AB_3_19",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Affordable health insurance","varlab"
"AB_3_19",1,"Affordable health insurance",NA
"AB_3_20",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Steady work or job","varlab"
"AB_3_20",1,"Steady work or job",NA
"AB_3_21",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Higher level education","varlab"
"AB_3_21",1,"Higher level education",NA
"AB_3_22",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Information or resources about how to be a better parent","varlab"
"AB_3_22",1,"Information or resources about how to be a better parent",NA
"AB_3_23",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Selected Choice Other (please specify):","varlab"
"AB_3_23",1,"Other (please specify):",NA
"AB_3_23_TEXT",NA,"Which of the things below would help you or others in your household to get healthy or
stay healthy? Please select all that apply - Other (please specify): - Text","varlab"
"AB33_1",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Information on healthy habits","varlab"
"AB33_1",1,"Information on healthy habits",NA
"AB33_2",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Information on meal planning and nutrition or cooking classes","varlab"
"AB33_2",1,"Information on meal planning and nutrition or cooking classes",NA
"AB33_3",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Access to healthy food","varlab"
"AB33_3",1,"Access to healthy food",NA
"AB33_4",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Learning and using new ways to reduce stress","varlab"
"AB33_4",1,"Learning and using new ways to reduce stress",NA
"AB33_5",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? A safe neighborhood","varlab"
"AB33_5",1,"A safe neighborhood",NA
"AB33_6",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? A safe home","varlab"
"AB33_6",1,"A safe home",NA
"AB33_7",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Knowing where I will live or stay for the long-term","varlab"
"AB33_7",1,"Knowing where I will live or stay for the long-term",NA
"AB33_8",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Transportation","varlab"
"AB33_8",1,"Transportation",NA
"AB33_9",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Access to exercise groups","varlab"
"AB33_9",1,"Access to exercise groups",NA
"AB33_10",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Healthier relationships","varlab"
"AB33_10",1,"Healthier relationships",NA
"AB33_11",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Better sleep","varlab"
"AB33_11",1,"Better sleep",NA
"AB33_12",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Access to a health coach who can help me set and reach personal health goals","varlab"
"AB33_12",1,"Access to a health coach who can help me set and reach personal health goals",NA
"AB33_13",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Someone to keep me on track with health habits","varlab"
"AB33_13",1,"Someone to keep me on track with health habits",NA
"AB33_14",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Learning and using special skills (like yoga, tai chi, mindfulness, or others)","varlab"
"AB33_14",1,"Learning and using special skills (like yoga, tai chi, mindfulness, or others)",NA
"AB33_15",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Learning and using tips to manage money better","varlab"
"AB33_15",1,"Learning and using tips to manage money better",NA
"AB33_16",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? A deeper faith experience","varlab"
"AB33_16",1,"A deeper faith experience",NA
"AB33_17",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Finding meaning and purpose in my life","varlab"
"AB33_17",1,"Finding meaning and purpose in my life",NA
"AB33_18",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Having enough money to pay for everything we need","varlab"
"AB33_18",1,"Having enough money to pay for everything we need",NA
"AB33_19",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Affordable health insurance","varlab"
"AB33_19",1,"Affordable health insurance",NA
"AB33_20",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Steady work or job","varlab"
"AB33_20",1,"Steady work or job",NA
"AB33_21",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Higher level education","varlab"
"AB33_21",1,"Higher level education",NA
"AB33_22",NA,"Of the below, what are the TOP 3 things that would help you or others in your household to get healthy or stay healthy? Information or resources about how to be a better parent","varlab"
"AB33_22",1,"Information or resources about how to be a better parent",NA
"AB_4_1",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Adults did not need health care or medicine","varlab"
"AB_4_1",1,"Adults did not need health care or medicine",NA
"AB_4_2",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Adults did not have problems getting health care or medicine we needed","varlab"
"AB_4_2",1,"Adults did not have problems getting health care or medicine we needed",NA
"AB_4_3",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Did not have health insurance or our insurance did not cover what we needed","varlab"
"AB_4_3",1,"Did not have health insurance or our insurance did not cover what we needed",NA
"AB_4_4",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Needed to work instead","varlab"
"AB_4_4",1,"Needed to work instead",NA
"AB_4_5",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Did not have a way to get there","varlab"
"AB_4_5",1,"Did not have a way to get there",NA
"AB_4_6",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Could not find a place to go or could not get an appointment","varlab"
"AB_4_6",1,"Could not find a place to go or could not get an appointment",NA
"AB_4_7",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Could not find a place to get care in my preferred language","varlab"
"AB_4_7",1,"Could not find a place to get care in my preferred language",NA
"AB_4_8",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Cultural or religious reasons","varlab"
"AB_4_8",1,"Cultural or religious reasons",NA
"AB_4_9",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Selected Choice Other (please specify):","varlab"
"AB_4_9",1,"Other (please specify):",NA
"AB_4_9_TEXT",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the health care or medicine you needed? (Choose all that
apply) - Other (please specify): - Text","varlab"
"AB_5_1",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Adults did not need mental health care","varlab"
"AB_5_1",1,"Adults did not need mental health care",NA
"AB_5_2",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Adults did not have problems getting mental health care we needed","varlab"
"AB_5_2",1,"Adults did not have problems getting mental health care we needed",NA
"AB_5_3",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Did not have health insurance or our insurance did not cover what we needed","varlab"
"AB_5_3",1,"Did not have health insurance or our insurance did not cover what we needed",NA
"AB_5_4",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Needed to work instead","varlab"
"AB_5_4",1,"Needed to work instead",NA
"AB_5_5",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Did not have a way to get there","varlab"
"AB_5_5",1,"Did not have a way to get there",NA
"AB_5_6",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Could not find a place to go or could not get an appointment","varlab"
"AB_5_6",1,"Could not find a place to go or could not get an appointment",NA
"AB_5_7",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Could not find a place to get care in my preferred language","varlab"
"AB_5_7",1,"Could not find a place to get care in my preferred language",NA
"AB_5_8",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Cultural or religious reasons","varlab"
"AB_5_8",1,"Cultural or religious reasons",NA
"AB_5_9",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Selected Choice Other (please specify):","varlab"
"AB_5_9",1,"Other (please specify):",NA
"AB_5_9_TEXT",NA,"In the last 12 months, which of these problems kept you or other adults in your
household from getting the mental health care you needed? (Choose all that
apply) - Other (please specify): - Text","varlab"
"AB_6_1",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Children did not need mental health care","varlab"
"AB_6_1",1,"Children did not need mental health care",NA
"AB_6_2",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Children did not have problems getting mental health care they needed","varlab"
"AB_6_2",1,"Children did not have problems getting mental health care they needed",NA
"AB_6_3",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Did not have health insurance or our insurance did not cover what we needed","varlab"
"AB_6_3",1,"Did not have health insurance or our insurance did not cover what we needed",NA
"AB_6_4",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Needed to work instead","varlab"
"AB_6_4",1,"Needed to work instead",NA
"AB_6_5",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Did not have a way to get there","varlab"
"AB_6_5",1,"Did not have a way to get there",NA
"AB_6_6",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Could not find a place to go or could not get an appointment","varlab"
"AB_6_6",1,"Could not find a place to go or could not get an appointment",NA
"AB_6_7",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Could not find a place to get care in my preferred language","varlab"
"AB_6_7",1,"Could not find a place to get care in my preferred language",NA
"AB_6_8",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Cultural or religious reasons","varlab"
"AB_6_8",1,"Cultural or religious reasons",NA
"AB_6_9",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) There are no children in my household","varlab"
"AB_6_9",1,"There are no children in my household",NA
"AB_6_10",NA,"In the last 12 months, which of these problems kept children in your household from getting the mental health care they needed? (Choose all that
apply) Other (please specify):","varlab"
"AB_6_10",1,"Other (please specify):",NA
"AB_7_1",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice No one in my household needed a telehealth or video visit","varlab"
"AB_7_1",1,"No one in my household needed a telehealth or video visit",NA
"AB_7_2",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice No one in my household had problems getting telehealth or video visits","varlab"
"AB_7_2",1,"No one in my household had problems getting telehealth or video visits",NA
"AB_7_3",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Did not have health insurance or our health insurance did not cover what we needed","varlab"
"AB_7_3",1,"Did not have health insurance or our health insurance did not cover what we needed",NA
"AB_7_4",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Needed to work instead","varlab"
"AB_7_4",1,"Needed to work instead",NA
"AB_7_5",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Could not find a place that offered telehealth or video visits, could not get an appointment","varlab"
"AB_7_5",1,"Could not find a place that offered telehealth or video visits, could not get an appointment",NA
"AB_7_6",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Could not find a place to get care in our preferred language","varlab"
"AB_7_6",1,"Could not find a place to get care in our preferred language",NA
"AB_7_7",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Cultural or religious reasons","varlab"
"AB_7_7",1,"Cultural or religious reasons",NA
"AB_7_8",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Did not have a computer or smartphone","varlab"
"AB_7_8",1,"Did not have a computer or smartphone",NA
"AB_7_9",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Did not have internet access","varlab"
"AB_7_9",1,"Did not have internet access",NA
"AB_7_10",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Selected Choice Other (please specify):","varlab"
"AB_7_10",1,"Other (please specify):",NA
"AB_7_10_TEXT",NA,"In the last 12 months, which of these problems kept you or anyone in your
household from getting a telehealth or video visit with a health care worker? Choose
all that apply - Other (please specify): - Text","varlab"
"CH_1",NA,"Have you ever been told by a doctor, nurse, or other health professional that you have high blood pressure?","varlab"
"CH_1",1,"Yes",NA
"CH_1",2,"No",NA
"CH_1",3,"Told borderline high or prehypertensive or elevated blood pressure",NA
"CH_1",4,"Don’t know / Not sure",NA
"CH_2",NA,"Have you ever been told by a doctor, nurse or other health professional that your cholesterol is high?","varlab"
"CH_2",1,"Yes",NA
"CH_2",2,"No",NA
"CH_2",3,"Don’t know / Not sure",NA
"CH_3_15_1",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - a heart attack also called a myocardial infarction?","varlab"
"CH_3_15_1",1,"Yes",NA
"CH_3_15_1",2,"No",NA
"CH_3_15_1",3,"Dont know / Not sure",NA
"CH_3_15_2",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - angina or coronary heart disease?","varlab"
"CH_3_15_2",1,"Yes",NA
"CH_3_15_2",2,"No",NA
"CH_3_15_2",3,"Dont know / Not sure",NA
"CH_3_15_3",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - A stroke?","varlab"
"CH_3_15_3",1,"Yes",NA
"CH_3_15_3",2,"No",NA
"CH_3_15_3",3,"Dont know / Not sure",NA
"CH_3_15_4",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - Asthma?","varlab"
"CH_3_15_4",1,"Yes",NA
"CH_3_15_4",2,"No",NA
"CH_3_15_4",3,"Dont know / Not sure",NA
"CH_3_15_5",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - Any type of cancer?","varlab"
"CH_3_15_5",1,"Yes",NA
"CH_3_15_5",2,"No",NA
"CH_3_15_5",3,"Dont know / Not sure",NA
"CH_3_15_6",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - C.O.P.D. (chronic obstructive pulmonary disease), emphysema or chronic bronchitis?","varlab"
"CH_3_15_6",1,"Yes",NA
"CH_3_15_6",2,"No",NA
"CH_3_15_6",3,"Dont know / Not sure",NA
"CH_3_15_7",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - kidney disease?","varlab"
"CH_3_15_7",1,"Yes",NA
"CH_3_15_7",2,"No",NA
"CH_3_15_7",3,"Dont know / Not sure",NA
"CH_3_15_8",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - some form of arthritis, rheumatoid arthritis, gout, lupus, or fibromyalgia?","varlab"
"CH_3_15_8",1,"Yes",NA
"CH_3_15_8",2,"No",NA
"CH_3_15_8",3,"Dont know / Not sure",NA
"CH_3_15_9",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - Diabetes?","varlab"
"CH_3_15_9",1,"Yes",NA
"CH_3_15_9",2,"No",NA
"CH_3_15_9",3,"Dont know / Not sure",NA
"CH_3_15_10",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","varlab"
"CH_3_15_10",1,"Yes",NA
"CH_3_15_10",2,"No",NA
"CH_3_15_10",3,"Dont know / Not sure",NA
"CH_3_15_11",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - An anxiety disorder?","varlab"
"CH_3_15_11",1,"Yes",NA
"CH_3_15_11",2,"No",NA
"CH_3_15_11",3,"Dont know / Not sure",NA
"CH_3_15_12",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - Another serious mental illness, such as bipolar, schizophrenia, or psychosis?","varlab"
"CH_3_15_12",1,"Yes",NA
"CH_3_15_12",2,"No",NA
"CH_3_15_12",3,"Dont know / Not sure",NA
"CH_3_15_13",NA,"Has a doctor, nurse, or other health professional ever told you that you had any of the following? - Substance abuse disorder?","varlab"
"CH_3_15_13",1,"Yes",NA
"CH_3_15_13",2,"No",NA
"CH_3_15_13",3,"Dont know / Not sure",NA
"PRBQ_1",NA,"Problematic alcohol use (e.g., binge drank, which is having 4 or
more drinks a day for women or 5 or more drinks a day for men;
used alcohol in dangerous situations, such as driving)","varlab"
"PRBQ_1",0,"Never",NA
"PRBQ_1",1,"Rarely (once or twice a month)",NA
"PRBQ_1",2,"Occasionally (once or twice a week)",NA
"PRBQ_1",3,"Frequently (several times a week)",NA
"PRBQ_1",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_2",NA,"Problematic drug use (e.g., used drugs such as marijuana, heroin, or
cocaine; taken prescription drugs such as opioids or stimulants
other than prescribed; used drugs in dangerous situations, such as
driving)","varlab"
"PRBQ_2",0,"Never",NA
"PRBQ_2",1,"Rarely (once or twice a month)",NA
"PRBQ_2",2,"Occasionally (once or twice a week)",NA
"PRBQ_2",3,"Frequently (several times a week)",NA
"PRBQ_2",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_3",NA,"Problematic gambling (e.g., difficulty limiting money or time spent
on gambling, such as playing cards or dice or betting on sports;
inability to stop gambling despite significant financial losses)","varlab"
"PRBQ_3",0,"Never",NA
"PRBQ_3",1,"Rarely (once or twice a month)",NA
"PRBQ_3",2,"Occasionally (once or twice a week)",NA
"PRBQ_3",3,"Frequently (several times a week)",NA
"PRBQ_3",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_4",NA,"Problematic technology use (e.g., texting while driving; inability to
reduce time on cellphones/internet/etc. despite significant problems
in school, work, home, or with family/friends)","varlab"
"PRBQ_4",0,"Never",NA
"PRBQ_4",1,"Rarely (once or twice a month)",NA
"PRBQ_4",2,"Occasionally (once or twice a week)",NA
"PRBQ_4",3,"Frequently (several times a week)",NA
"PRBQ_4",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_5",NA,"Impulsive or risky sexual behaviors (e.g., unprotected sex with an
unfamiliar partner such as a one-night stand, or with a risky partner
such as someone who uses intravenous drugs, is HIV-positive, or
has multiple partners)","varlab"
"PRBQ_5",0,"Never",NA
"PRBQ_5",1,"Rarely (once or twice a month)",NA
"PRBQ_5",2,"Occasionally (once or twice a week)",NA
"PRBQ_5",3,"Frequently (several times a week)",NA
"PRBQ_5",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_6",NA,"Problematic eating behavior(s) (e.g., eating so much that your
stomach hurts; vomiting, fasting, exercising far too much, or using
laxatives/diuretics to prevent weight gain; restricting your diet to
the point of starvation)","varlab"
"PRBQ_6",0,"Never",NA
"PRBQ_6",1,"Rarely (once or twice a month)",NA
"PRBQ_6",2,"Occasionally (once or twice a week)",NA
"PRBQ_6",3,"Frequently (several times a week)",NA
"PRBQ_6",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_7",NA,"Illegal behaviors (e.g., shoplifting, vandalism, forgery, weapons
offense, burglary, robbery, arson, illegal prostitution)","varlab"
"PRBQ_7",0,"Never",NA
"PRBQ_7",1,"Rarely (once or twice a month)",NA
"PRBQ_7",2,"Occasionally (once or twice a week)",NA
"PRBQ_7",3,"Frequently (several times a week)",NA
"PRBQ_7",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_8",NA,"Reckless spending (e.g., spending sprees where you spent a lot of
money on things you didn’t need and couldn’t afford)","varlab"
"PRBQ_8",0,"Never",NA
"PRBQ_8",1,"Rarely (once or twice a month)",NA
"PRBQ_8",2,"Occasionally (once or twice a week)",NA
"PRBQ_8",3,"Frequently (several times a week)",NA
"PRBQ_8",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_9",NA,"Physically aggressive behavior(s) (e.g., pushing, punching, kicking,
or using a weapon on another person)","varlab"
"PRBQ_9",0,"Never",NA
"PRBQ_9",1,"Rarely (once or twice a month)",NA
"PRBQ_9",2,"Occasionally (once or twice a week)",NA
"PRBQ_9",3,"Frequently (several times a week)",NA
"PRBQ_9",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_10",NA,"Verbally aggressive behavior(s) (e.g., yelling, screaming, or
swearing at another person; threatening to physically harm
someone)","varlab"
"PRBQ_10",0,"Never",NA
"PRBQ_10",1,"Rarely (once or twice a month)",NA
"PRBQ_10",2,"Occasionally (once or twice a week)",NA
"PRBQ_10",3,"Frequently (several times a week)",NA
"PRBQ_10",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_11",NA,"Property destruction (e.g., deliberately smashing dishes, breaking
furniture, or wrecking someone’s cellphone, car, home, or other
personal belongings)","varlab"
"PRBQ_11",0,"Never",NA
"PRBQ_11",1,"Rarely (once or twice a month)",NA
"PRBQ_11",2,"Occasionally (once or twice a week)",NA
"PRBQ_11",3,"Frequently (several times a week)",NA
"PRBQ_11",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_12",NA,"Reckless driving (e.g., road rage; intentionally cutting off or
chasing another driver; excessive speeding)","varlab"
"PRBQ_12",0,"Never",NA
"PRBQ_12",1,"Rarely (once or twice a month)",NA
"PRBQ_12",2,"Occasionally (once or twice a week)",NA
"PRBQ_12",3,"Frequently (several times a week)",NA
"PRBQ_12",4,"Very Frequently (daily or almost daily)",NA
"PRBQ_15",NA,"In general, if you have used any of these behaviors, how difficult have these behaviors made it for you to do your work, take care of things at home, or
get along with other people?","varlab"
"PRBQ_15",0,"Not at all",NA
"PRBQ_15",1,"Somewhat difficult",NA
"PRBQ_15",2,"Very difficult",NA
"PRBQ_15",3,"Extremely difficult",NA
"SF36_1",NA,"In general, would you say your health is:","varlab"
"SF36_1",1,"Excellent",NA
"SF36_1",2,"Very good",NA
"SF36_1",3,"Good",NA
"SF36_1",4,"Fair",NA
"SF36_1",5,"Poor",NA
"SF36_2",NA,"Compared to one year ago, how would you rate your health in general now?","varlab"
"SF36_2",1,"Much better now than one year ago",NA
"SF36_2",2,"Somewhat better now than one year ago",NA
"SF36_2",3,"About the same",NA
"SF36_2",4,"Somewhat worse now than one year ago",NA
"SF36_2",5,"Much worse now than one year ago",NA
"SF36_3",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Vigorous activities, such as running, lifting heavy objects, participating in strenuous sports","varlab"
"SF36_3",1,"Yes, limited a lot",NA
"SF36_3",2,"Yes, limited a little",NA
"SF36_3",3,"No, not limited at all",NA
"SF36_4",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf","varlab"
"SF36_4",1,"Yes, limited a lot",NA
"SF36_4",2,"Yes, limited a little",NA
"SF36_4",3,"No, not limited at all",NA
"SF36_5",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Lifting or carrying groceries","varlab"
"SF36_5",1,"Yes, limited a lot",NA
"SF36_5",2,"Yes, limited a little",NA
"SF36_5",3,"No, not limited at all",NA
"SF36_6",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Climbing several flights of stairs","varlab"
"SF36_6",1,"Yes, limited a lot",NA
"SF36_6",2,"Yes, limited a little",NA
"SF36_6",3,"No, not limited at all",NA
"SF36_7",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Climbing one flight of stairs","varlab"
"SF36_7",1,"Yes, limited a lot",NA
"SF36_7",2,"Yes, limited a little",NA
"SF36_7",3,"No, not limited at all",NA
"SF36_8",NA,"The following items are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? - Bending, kneeling, or stooping","varlab"
"SF36_8",1,"Yes, limited a lot",NA
"SF36_8",2,"Yes, limited a little",NA
"SF36_8",3,"No, not limited at all",NA
